,PERIOD,PARTNER,REPORTER,PRODUCT,FLOW,INDICATORS,Value,Per
1171,Jan.-Dec. 2001,EU28_INTRA,ITALY,TOTAL,EXPORT,VALUE_IN_EUROS,"168,337,003,067",1.447148796
1200,Jan.-Dec. 2001,GERMANY (incl DD from 1991),ITALY,TOTAL,EXPORT,VALUE_IN_EUROS,"40,096,165,099",0.146877986
1229,Jan.-Dec. 2001,EU28_EXTRA,LATVIA,TOTAL,EXPORT,VALUE_IN_EUROS,"478,835,629",0.00229731
1258,Jan.-Dec. 2001,EU28_INTRA,LATVIA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,755,095,542",0.043255589
1287,Jan.-Dec. 2001,GERMANY (incl DD from 1991),LATVIA,TOTAL,EXPORT,VALUE_IN_EUROS,"372,302,534",0.166658015
1316,Jan.-Dec. 2001,EU28_EXTRA,LITHUANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,274,949,338",0.599299845
1345,Jan.-Dec. 2001,EU28_INTRA,LITHUANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"3,506,033,733",2.128413871
1374,Jan.-Dec. 2001,GERMANY (incl DD from 1991),LITHUANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"625,054,933",0.130737742
1403,Jan.-Dec. 2001,EU28_EXTRA,LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,"1,265,736,161",0.306392882
1432,Jan.-Dec. 2001,EU28_INTRA,LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,"9,630,681,695",5.093466817
1461,Jan.-Dec. 2001,GERMANY (incl DD from 1991),LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,"2,682,083,308",0.246143581
1490,Jan.-Dec. 2001,EU28_EXTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,"965,188,718",0.078389275
203,Jan.-Dec. 2019,EU28_EXTRA,BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
204,Jan.-Dec. 1991,EU28_INTRA,BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
205,Jan.-Dec. 1992,EU28_INTRA,BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
206,Jan.-Dec. 1993,EU28_INTRA,BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
207,Jan.-Dec. 1994,EU28_INTRA,BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
208,Jan.-Dec. 1995,EU28_INTRA,BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
209,Jan.-Dec. 1996,EU28_INTRA,BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
210,Jan.-Dec. 1997,EU28_INTRA,BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
211,Jan.-Dec. 1998,EU28_INTRA,BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
212,Jan.-Dec. 1999,EU28_INTRA,BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1519,Jan.-Dec. 2001,EU28_INTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,068,925,419",#VALUE!
1548,Jan.-Dec. 2001,GERMANY (incl DD from 1991),MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,"284,803,933",#VALUE!
1577,Jan.-Dec. 2001,EU28_EXTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"47,500,309,240",35.08848292
1606,Jan.-Dec. 2001,EU28_INTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"210,265,262,538",4.400225271
1635,Jan.-Dec. 2001,GERMANY (incl DD from 1991),NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"68,898,549,847",0.267291514
1664,Jan.-Dec. 2001,EU28_EXTRA,POLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"7,447,734,227",0.026678724
1693,Jan.-Dec. 2001,EU28_INTRA,POLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"32,747,069,278",0.428928135
1722,Jan.-Dec. 2001,GERMANY (incl DD from 1991),POLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"13,819,397,181",0.343810542
1751,Jan.-Dec. 2001,EU28_EXTRA,PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,"5,039,097,222",0.108213004
1780,Jan.-Dec. 2001,EU28_INTRA,PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,"21,879,222,567",1.160178649
1809,Jan.-Dec. 2001,GERMANY (incl DD from 1991),PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,"5,111,588,623",0.189892559
1838,Jan.-Dec. 2001,EU28_EXTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"3,131,207,421",0.116010127
1867,Jan.-Dec. 2001,EU28_INTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"9,590,809,284",1.163538347
1896,Jan.-Dec. 2001,GERMANY (incl DD from 1991),ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,986,247,018",0.156126742
2012,Jan.-Dec. 2001,EU28_EXTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,250,753,665",0.108037279
2041,Jan.-Dec. 2001,EU28_INTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"12,812,171,757",3.958038015
2070,Jan.-Dec. 2001,GERMANY (incl DD from 1991),SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"3,818,523,227",0.271531215
1925,Jan.-Dec. 2001,EU28_EXTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"2,143,450,177",0.128885184
1954,Jan.-Dec. 2001,EU28_INTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"8,203,328,388",1.375941795
232,Jan.-Dec. 2019,EU28_INTRA,BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
233,Jan.-Dec. 1991,GERMANY (incl DD from 1991),BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
234,Jan.-Dec. 1992,GERMANY (incl DD from 1991),BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
235,Jan.-Dec. 1993,GERMANY (incl DD from 1991),BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
236,Jan.-Dec. 1994,GERMANY (incl DD from 1991),BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
237,Jan.-Dec. 1995,GERMANY (incl DD from 1991),BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
238,Jan.-Dec. 1996,GERMANY (incl DD from 1991),BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
239,Jan.-Dec. 1997,GERMANY (incl DD from 1991),BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
240,Jan.-Dec. 1998,GERMANY (incl DD from 1991),BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
241,Jan.-Dec. 1999,GERMANY (incl DD from 1991),BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,"366,849,464",
1983,Jan.-Dec. 2001,GERMANY (incl DD from 1991),SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"2,714,600,497",#VALUE!
2099,Jan.-Dec. 2001,EU28_EXTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"33,241,614,855",10.78765363
2128,Jan.-Dec. 2001,EU28_INTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"97,016,871,323",2.698194745
2157,Jan.-Dec. 2001,GERMANY (incl DD from 1991),SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"15,387,089,854",0.118127351
2186,Jan.-Dec. 2001,EU28_EXTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,"34,577,574,012",0.307618821
2215,Jan.-Dec. 2001,EU28_INTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,"49,885,220,775",0.998410015
2244,Jan.-Dec. 2001,GERMANY (incl DD from 1991),SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,"8,761,427,237",0.103731202
2273,Jan.-Dec. 2001,EU28_EXTRA,UNITED KINGDOM,TOTAL,EXPORT,VALUE_IN_EUROS,"122,002,371,502",2.080295731
2302,Jan.-Dec. 2001,EU28_INTRA,UNITED KINGDOM,TOTAL,EXPORT,VALUE_IN_EUROS,"182,503,199,490",1.395670677
2331,Jan.-Dec. 2001,GERMANY (incl DD from 1991),UNITED KINGDOM,TOTAL,EXPORT,VALUE_IN_EUROS,"36,872,950,651",0.121091219
12,Jan.-Dec. 2002,EU28_EXTRA,AUSTRIA,TOTAL,EXPORT,VALUE_IN_EUROS,"19,865,670,111",0.090555286
41,Jan.-Dec. 2002,EU28_INTRA,AUSTRIA,TOTAL,EXPORT,VALUE_IN_EUROS,"63,333,312,287",1.116229324
70,Jan.-Dec. 2002,GERMANY (incl DD from 1991),AUSTRIA,TOTAL,EXPORT,VALUE_IN_EUROS,"26,245,863,476",0.315458948
99,Jan.-Dec. 2002,EU28_EXTRA,BELGIUM (and LUXBG -> 1998),TOTAL,EXPORT,VALUE_IN_EUROS,"55,937,359,459",0.624446016
128,Jan.-Dec. 2002,EU28_INTRA,BELGIUM (and LUXBG -> 1998),TOTAL,EXPORT,VALUE_IN_EUROS,"172,623,765,129",2.100474512
157,Jan.-Dec. 2002,GERMANY (incl DD from 1991),BELGIUM (and LUXBG -> 1998),TOTAL,EXPORT,VALUE_IN_EUROS,"42,606,415,320",0.18641147
186,Jan.-Dec. 2002,EU28_EXTRA,BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,"2,283,997,396",0.010611883
215,Jan.-Dec. 2002,EU28_INTRA,BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,"3,778,852,692",0.084179504
244,Jan.-Dec. 2002,GERMANY (incl DD from 1991),BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,"578,743,621",0.095457353
261,Jan.-Dec. 2019,GERMANY (incl DD from 1991),BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
262,Jan.-Dec. 1991,EU28_EXTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
263,Jan.-Dec. 1992,EU28_EXTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
264,Jan.-Dec. 1993,EU28_EXTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
265,Jan.-Dec. 1994,EU28_EXTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
266,Jan.-Dec. 1995,EU28_EXTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
267,Jan.-Dec. 1996,EU28_EXTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
268,Jan.-Dec. 1997,EU28_EXTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
269,Jan.-Dec. 1998,EU28_EXTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
270,Jan.-Dec. 1999,EU28_EXTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
273,Jan.-Dec. 2002,EU28_EXTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,760,991,552",#VALUE!
302,Jan.-Dec. 2002,EU28_INTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,"3,427,162,378",#VALUE!
331,Jan.-Dec. 2002,GERMANY (incl DD from 1991),CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,"647,347,257",0.124774104
360,Jan.-Dec. 2002,EU28_EXTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,"189,702,410",0.046558341
389,Jan.-Dec. 2002,EU28_INTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,"259,681,337",0.310234084
418,Jan.-Dec. 2002,GERMANY (incl DD from 1991),CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,"25,079,572",0.05580881
447,Jan.-Dec. 2002,EU28_EXTRA,CZECH REPUBLIC (CS->1992),TOTAL,EXPORT,VALUE_IN_EUROS,"5,561,713,054",19.53116765
476,Jan.-Dec. 2002,EU28_INTRA,CZECH REPUBLIC (CS->1992),TOTAL,EXPORT,VALUE_IN_EUROS,"35,144,631,956",6.290663411
505,Jan.-Dec. 2002,GERMANY (incl DD from 1991),CZECH REPUBLIC (CS->1992),TOTAL,EXPORT,VALUE_IN_EUROS,"14,826,838,117",0.364238993
534,Jan.-Dec. 2002,EU28_EXTRA,DENMARK,TOTAL,EXPORT,VALUE_IN_EUROS,"18,309,477,303",0.366398613
563,Jan.-Dec. 2002,EU28_INTRA,DENMARK,TOTAL,EXPORT,VALUE_IN_EUROS,"42,492,956,609",1.282368183
592,Jan.-Dec. 2002,GERMANY (incl DD from 1991),DENMARK,TOTAL,EXPORT,VALUE_IN_EUROS,"11,923,518,983",0.196102659
621,Jan.-Dec. 2002,EU28_EXTRA,ESTONIA,TOTAL,EXPORT,VALUE_IN_EUROS,"666,536,683",0.012248803
650,Jan.-Dec. 2002,EU28_INTRA,ESTONIA,TOTAL,EXPORT,VALUE_IN_EUROS,"2,975,838,147",0.236364177
679,Jan.-Dec. 2002,GERMANY (incl DD from 1991),ESTONIA,TOTAL,EXPORT,VALUE_IN_EUROS,"360,750,623",0.099042696
708,Jan.-Dec. 2002,EU28_EXTRA,FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"18,522,081,517",5.551202978
737,Jan.-Dec. 2002,EU28_INTRA,FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"29,220,252,792",1.547450752
766,Jan.-Dec. 2002,GERMANY (incl DD from 1991),FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"5,674,486,763",0.1188565
795,Jan.-Dec. 2002,EU28_EXTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"121,953,715,132",3.494902575
290,Jan.-Dec. 2019,EU28_EXTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
291,Jan.-Dec. 1991,EU28_INTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
292,Jan.-Dec. 1992,EU28_INTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
293,Jan.-Dec. 1993,EU28_INTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
294,Jan.-Dec. 1994,EU28_INTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
295,Jan.-Dec. 1995,EU28_INTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
296,Jan.-Dec. 1996,EU28_INTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
297,Jan.-Dec. 1997,EU28_INTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
298,Jan.-Dec. 1998,EU28_INTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
299,Jan.-Dec. 1999,EU28_INTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
824,Jan.-Dec. 2002,EU28_INTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"228,849,136,127",#VALUE!
853,Jan.-Dec. 2002,GERMANY (incl DD from 1991),FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"52,672,707,484",#VALUE!
882,Jan.-Dec. 2002,EU28_EXTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,"4,278,735,068",0.01519859
911,Jan.-Dec. 2002,EU28_INTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,"7,842,616,002",0.137707065
940,Jan.-Dec. 2002,GERMANY (incl DD from 1991),GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,"1,601,354,878",0.132110263
969,Jan.-Dec. 2002,EU28_EXTRA,HUNGARY,TOTAL,EXPORT,VALUE_IN_EUROS,"5,343,538,971",0.56581485
998,Jan.-Dec. 2002,EU28_INTRA,HUNGARY,TOTAL,EXPORT,VALUE_IN_EUROS,"31,159,548,291",4.486684601
1027,Jan.-Dec. 2002,GERMANY (incl DD from 1991),HUNGARY,TOTAL,EXPORT,VALUE_IN_EUROS,"12,954,830,415",0.354896843
1056,Jan.-Dec. 2002,EU28_EXTRA,IRELAND,TOTAL,EXPORT,VALUE_IN_EUROS,"31,706,921,843",0.718743475
1085,Jan.-Dec. 2002,EU28_INTRA,IRELAND,TOTAL,EXPORT,VALUE_IN_EUROS,"61,636,381,661",1.380070833
1114,Jan.-Dec. 2002,GERMANY (incl DD from 1991),IRELAND,TOTAL,EXPORT,VALUE_IN_EUROS,"6,732,314,510",0.072124237
1143,Jan.-Dec. 2002,EU28_EXTRA,ITALY,TOTAL,EXPORT,VALUE_IN_EUROS,"103,098,990,214",1.507985321
1172,Jan.-Dec. 2002,EU28_INTRA,ITALY,TOTAL,EXPORT,VALUE_IN_EUROS,"165,964,530,230",1.511085848
1201,Jan.-Dec. 2002,GERMANY (incl DD from 1991),ITALY,TOTAL,EXPORT,VALUE_IN_EUROS,"37,255,700,997",0.138464333
1230,Jan.-Dec. 2002,EU28_EXTRA,LATVIA,TOTAL,EXPORT,VALUE_IN_EUROS,"536,668,842",0.002640824
1259,Jan.-Dec. 2002,EU28_INTRA,LATVIA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,879,920,722",0.049743393
1288,Jan.-Dec. 2002,GERMANY (incl DD from 1991),LATVIA,TOTAL,EXPORT,VALUE_IN_EUROS,"374,399,282",0.154928784
1317,Jan.-Dec. 2002,EU28_EXTRA,LITHUANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,697,368,399",0.752940308
1346,Jan.-Dec. 2002,EU28_INTRA,LITHUANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"3,839,424,653",1.853211964
319,Jan.-Dec. 2019,EU28_INTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
320,Jan.-Dec. 1991,GERMANY (incl DD from 1991),CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
321,Jan.-Dec. 1992,GERMANY (incl DD from 1991),CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
322,Jan.-Dec. 1993,GERMANY (incl DD from 1991),CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
323,Jan.-Dec. 1994,GERMANY (incl DD from 1991),CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
324,Jan.-Dec. 1995,GERMANY (incl DD from 1991),CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
325,Jan.-Dec. 1996,GERMANY (incl DD from 1991),CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
326,Jan.-Dec. 1997,GERMANY (incl DD from 1991),CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
327,Jan.-Dec. 1998,GERMANY (incl DD from 1991),CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
328,Jan.-Dec. 1999,GERMANY (incl DD from 1991),CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1375,Jan.-Dec. 2002,GERMANY (incl DD from 1991),LITHUANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"583,261,968",#VALUE!
1404,Jan.-Dec. 2002,EU28_EXTRA,LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,"1,258,599,390",#VALUE!
1433,Jan.-Dec. 2002,EU28_INTRA,LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,"9,543,286,699",5.181327388
1462,Jan.-Dec. 2002,GERMANY (incl DD from 1991),LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,"2,581,151,471",0.238953776
1491,Jan.-Dec. 2002,EU28_EXTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,126,936,448",0.092947519
1520,Jan.-Dec. 2002,EU28_INTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,017,355,855",0.274361309
1549,Jan.-Dec. 2002,GERMANY (incl DD from 1991),MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,"228,446,790",0.10653715
1578,Jan.-Dec. 2002,EU28_EXTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"50,285,137,586",40.36364651
1607,Jan.-Dec. 2002,EU28_INTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"207,813,889,553",4.114019865
1636,Jan.-Dec. 2002,GERMANY (incl DD from 1991),NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"64,420,400,801",0.249595675
1665,Jan.-Dec. 2002,EU28_EXTRA,POLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"8,069,427,022",0.029641479
1694,Jan.-Dec. 2002,EU28_INTRA,POLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"35,429,845,953",0.488756106
1723,Jan.-Dec. 2002,GERMANY (incl DD from 1991),POLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"14,070,020,942",0.323454163
1752,Jan.-Dec. 2002,EU28_EXTRA,PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,"5,100,099,020",0.10303258
1781,Jan.-Dec. 2002,EU28_INTRA,PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,"22,298,185,089",1.163173999
1810,Jan.-Dec. 2002,GERMANY (incl DD from 1991),PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,"4,843,670,975",0.176787384
1839,Jan.-Dec. 2002,EU28_EXTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"3,804,049,129",0.140154348
1868,Jan.-Dec. 2002,EU28_INTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"10,870,817,222",1.257073204
1897,Jan.-Dec. 2002,GERMANY (incl DD from 1991),ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"2,292,532,983",0.156221728
348,Jan.-Dec. 2019,GERMANY (incl DD from 1991),CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
349,Jan.-Dec. 1991,EU28_EXTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
350,Jan.-Dec. 1992,EU28_EXTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
351,Jan.-Dec. 1993,EU28_EXTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
352,Jan.-Dec. 1994,EU28_EXTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
353,Jan.-Dec. 1995,EU28_EXTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
354,Jan.-Dec. 1996,EU28_EXTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
355,Jan.-Dec. 1997,EU28_EXTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
356,Jan.-Dec. 1998,EU28_EXTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
357,Jan.-Dec. 1999,EU28_EXTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2013,Jan.-Dec. 2002,EU28_EXTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,510,244,549",#VALUE!
2042,Jan.-Dec. 2002,EU28_INTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"13,723,862,773",#VALUE!
2071,Jan.-Dec. 2002,GERMANY (incl DD from 1991),SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"3,970,064,053",0.260603655
1926,Jan.-Dec. 2002,EU28_EXTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"2,485,013,271",0.140444419
1955,Jan.-Dec. 2002,EU28_INTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"8,476,998,776",1.313229625
1984,Jan.-Dec. 2002,GERMANY (incl DD from 1991),SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"2,714,240,064",0.247604185
2100,Jan.-Dec. 2002,EU28_EXTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"33,377,018,983",2.982423971
2129,Jan.-Dec. 2002,EU28_INTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"99,540,910,709",2.758033755
2158,Jan.-Dec. 2002,GERMANY (incl DD from 1991),SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"15,316,622,457",0.115233682
2187,Jan.-Dec. 2002,EU28_EXTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,"35,640,525,450",0.310302028
2216,Jan.-Dec. 2002,EU28_INTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,"50,547,130,540",0.991953683
2245,Jan.-Dec. 2002,GERMANY (incl DD from 1991),SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,"8,550,677,296",0.099209999
2274,Jan.-Dec. 2002,EU28_EXTRA,UNITED KINGDOM,TOTAL,EXPORT,VALUE_IN_EUROS,"114,246,495,329",1.933176534
2303,Jan.-Dec. 2002,EU28_INTRA,UNITED KINGDOM,TOTAL,EXPORT,VALUE_IN_EUROS,"182,068,578,546",1.482677285
2332,Jan.-Dec. 2002,GERMANY (incl DD from 1991),UNITED KINGDOM,TOTAL,EXPORT,VALUE_IN_EUROS,"34,409,377,044",0.116124288
13,Jan.-Dec. 2003,EU28_EXTRA,AUSTRIA,TOTAL,EXPORT,VALUE_IN_EUROS,"20,159,410,611",0.093124543
42,Jan.-Dec. 2003,EU28_INTRA,AUSTRIA,TOTAL,EXPORT,VALUE_IN_EUROS,"65,719,394,854",1.204340387
71,Jan.-Dec. 2003,GERMANY (incl DD from 1991),AUSTRIA,TOTAL,EXPORT,VALUE_IN_EUROS,"27,071,149,269",0.315225033
100,Jan.-Dec. 2003,EU28_EXTRA,BELGIUM (and LUXBG -> 1998),TOTAL,EXPORT,VALUE_IN_EUROS,"51,364,834,040",0.553556772
377,Jan.-Dec. 2019,EU28_EXTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
378,Jan.-Dec. 1991,EU28_INTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
379,Jan.-Dec. 1992,EU28_INTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
380,Jan.-Dec. 1993,EU28_INTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
381,Jan.-Dec. 1994,EU28_INTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
382,Jan.-Dec. 1995,EU28_INTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
383,Jan.-Dec. 1996,EU28_INTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
384,Jan.-Dec. 1997,EU28_INTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
385,Jan.-Dec. 1998,EU28_INTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
386,Jan.-Dec. 1999,EU28_INTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
129,Jan.-Dec. 2003,EU28_INTRA,BELGIUM (and LUXBG -> 1998),TOTAL,EXPORT,VALUE_IN_EUROS,"174,604,738,196",#VALUE!
158,Jan.-Dec. 2003,GERMANY (incl DD from 1991),BELGIUM (and LUXBG -> 1998),TOTAL,EXPORT,VALUE_IN_EUROS,"43,993,315,140",#VALUE!
